,property-location,h-beds,h-baths,info-row price
2216,"  Runda, Westlands", 4, 3,"KES 120,000 per month"
2217,  Kiambu Road, 1, 3,"KES 170,000 per month"
2218,"  Kilimani, Dagoretti North", 4, 3,"KES 160,000 per month"
2219,"  Mpaka Road, Westlands Area, Westlands", 5, 4,"KES 190,000 per month"
2220,"  Westlands Area, Westlands", 3, 1,"KES 150,000 per month"
2221,"  Loresho, Westlands", 4, 2,"KES 35,000 per month"
2222,"  Kileleshwa, Dagoretti North", 3, 2,"KES 130,000 per month"
2223,"  Lower Kabete, Westlands", 3, 2,"KES 9,000 per month"
2224,"  Old Muthaiga, Muthaiga", 3, 3,"KES 90,000 per month"
2225,"  Westlands Area, Westlands", 2, 2,"KES 350,000 per month"
2226,"  Nyari, Westlands", 5, 4,"KES 120,000 per month"
2227,"  Westlands Area, Westlands", 3, 3,"KES 110,000 per month"
2228,"  Westlands Area, Westlands", 2, 3,"KES 90,000 per month"
2229,"  Westlands Area, Westlands", 2, 5,"KES 145,000 per month"
2230,"  Dennis Pritt, Kilimani, Dagoretti North", 5, 4,"KES 80,000 per month"
2231,"  Kilimani, Dagoretti North", 4, 5,"KES 70,000 per month"
2232,"  Morningside Park Apartments, Thika Road", 2, 4,"KES 75,000 per month"
2233,  Ruaraka, 2, 5,"KES 115,000 per month"
2234,"  Parkside Towers, Mombasa Road", 2, 3,KES 130 per month
2235,"  Kitisuru, Westlands", 3, 2,"KES 500,000 per month"
2236,"  Parklands, Westlands", 1, 3,"KES 150,000 per month"
2237,"  Lavington, Dagoretti North", 3, 6,"KES 600,000 per month"
2238,"  Chania Avenue, Kilimani, Dagoretti North", 5, 2,"KES 355,200 per month"
2239,"  Spring Valley, Westlands", 3, 3,"KES 187,920 per month"
2240,"  Lower Kabete, Westlands", 3, 2,KES 135 per month
2241,"  Parklands, Westlands", 4, 3,"KES 70,000 per month"
2242,"  Vienna Court, State House, Crescent Road, Kitisuru, Westlands", 2, 2,"KES 128,237 per month"
2243,"  Nairobi Central, Starehe", 1, 1,"KES 200,000 per month"
2244,"  Westlands Area, Westlands", 2, 3,"KES 85,000 per month"
2245,"  Kodi 2 Road, Nairobi West, Langata", 2, 2,"KES 35,000 per month"
2246,"  Four Points Apartments, Uthiru/Ruthimitu, Dagoretti South", 4, 5,"KES 55,000 per month"
2247,"  Mwiki, Kasarani", 3, 5,"KES 9,500 per month"
2248,"  4Th Floor, Laiboni Centre, Lenana Road, Kilimani, Dagoretti North", 3, 6,"KES 254,670 per month"
2249,"  4Th Floor, Laiboni Centre, Lenana Road, Kilimani, Dagoretti North", 4, 6,"KES 167,196 per month"
2250,"  Eaton Place, United Nations Crescent,2Nd Floor, Nairobi, Kilimani, Dagoretti North", 2, 2,"KES 204,342 per month"
2251,"  Chiromo Road , 07Th Floor, Westlands, Kitisuru, Westlands", 1, 3,"KES 39,862 per month"
2252,"  Karen, Langata", 4, 3,"KES 100,000 per month"
2253,"  Kilimani, Dagoretti North", 3, 1,"KES 65,000 per month"
2254,  Mombasa Road, 2, 2,"KES 155,280 per month"
2255,"  Karen, Langata", 2, 4,"KES 75,000 per month"
2256,"  Runda, Westlands", 3, 2,"KES 350,000 per month"
2257,"  Enterprise Road, Industrial Area, Embakasi North", 3, 4,KES 80 per month
2258,"  The Crescent Road, Parklands, Westlands", 2, 2,KES 85 per month
2259,"  Kasarani Area, Kasarani", 4, 2,"KES 13,000 per month"
2260,"  Karen, Langata", 1, 2,"KES 300,000 per month"
2261,"  Lower Kabete, Westlands", 4, 2,"KES 700,000 per month"
2262,  Mombasa Road, 5, 5,KES 45 per month
2263,"  Karen, Langata", 1, 2,"KES 300,000 per month"
2264,"  Lavington Green , Lavington, Dagoretti North", 1, 2,"KES 300,000 per month"
2265,"  Parklands, Westlands", 2, 4,"KES 55,000 per month"
2266,"  Karen, Langata", 2, 3,"KES 180,000 per month"
2267,"  Kilimani, Dagoretti North", 2, 2,"KES 110,000 per month"
2268,"  Kilimani, Dagoretti North", 2, 2,"KES 80,000 per month"
2269,"  Park Medical Centre, Parklands, Westlands", 5, 2,"KES 243,960 per month"
2270,"  Hatheru Road, Lavington, Dagoretti North", 3, 2,"KES 75,000 per month"
2271,"  Mwitu, Karen, Langata", 4, 3,"KES 80,000 per month"
2272,"  Karen, Langata", 3, 3,"KES 310,000 per month"
2273,"  Kileleshwa, Dagoretti North", 2, 2,"KES 140,000 per month"
2274,"  Parklands, Westlands", 3, 2,"KES 120,000 per month"
2275,"  Kilimani, Dagoretti North", 5, 3,"KES 150,000 per month"
2276,"  Directly Opposite Bourbon Bridge Lounge, Garden Estate, Roysambu", 2, 2,"KES 35,000 per month"
2277,  Ngong Road, 4, 5,"KES 50,000 per month"
2278,"  Fourways Junction Estate, Kiambu Road", 3, 2,"KES 90,000 per month"
2279,  Mombasa Road, 4, 2,"KES 35,000 per month"
2280,"  Rosslyn Lone Tree, Rosslyn, Westlands", 2, 3,"KES 350,000 per month"
2281,"  Mocah Courtyard, Kiambu Road", 3, 4,"KES 66,000 per month"
2282,"  Lower Kabete, Westlands", 2, 2,"KES 426,895 per month"
2283,"  Karen, Langata", 3, 2,"KES 55,000 per month"
2284,"  Rhapta Road, Westlands", 3, 2,"KES 150,000 per month"
2285,"  Kilimani, Dagoretti North", 4, 2,"KES 55,000 per month"
2286,"  Karen, Langata", 3, 5,"KES 61,800 per month"
2287,"  Riara Rd, Lavington, Dagoretti North", 5, 2,"KES 110,000 per month"
2288,"  Parklands, Westlands", 3, 3,"KES 85,000 per month"
2289,"  Parklands, Westlands", 5, 3,"KES 200,000 per month"
2290,"  Rhapta Rd, Westlands Area, Westlands", 1, 2,"KES 170,000 per month"
2291,"  James Gichuru , Lavington, Dagoretti North", 3, 3,"KES 120,000 per month"
2292,"  Parklands, Westlands", 4, 3,"KES 180,000 per month"
2293,"  Gathanju Rd, Lavington, Dagoretti North", 3, 2,"KES 195,000 per month"
2294,"  Parklands, Westlands", 3, 3,"KES 110,000 per month"
2295,"  Off First Avenue, Parklands, Westlands", 3, 4,"KES 80,000 per month"
2296,"  Westlands Area, Westlands", 4, 3,"KES 380,000 per month"
2297,"  Brookside, Westlands", 4, 2,"KES 160,000 per month"
2298,"  Morning Side Apartments Next To Usiu, Ruaraka", 5, 2,"KES 80,000 per month"
2299,"  Fourways Junction Estate, Kiambu Road", 2, 5,"KES 90,000 per month"
2300,"  Kilimani, Dagoretti North", 3, 2,"KES 55,000 per month"
2301,"  Kilimani, Dagoretti North", 3, 6,"KES 70,000 per month"
2302,"  Kilimani, Dagoretti North", 6, 2,"KES 160,000 per month"
2303,"  Peponi Road, Westlands Area, Westlands", 2, 2,"KES 200,000 per month"
2304,"  Parklands, Westlands", 2, 2,"KES 260,000 per month"
2305,"  Parklands, Westlands", 4, 3,"KES 160,000 per month"
2306,"  Parklands, Westlands", 4, 4,"KES 110,000 per month"
2307,"  Upper Hill, Langata", 7, 3,"KES 130,000 per month"
2308,"  Ring Road, Spring Valley, Westlands", 2, 4,"KES 230,000 per month"
2309,"  Chaka Road, Kilimani, Dagoretti North", 3, 5,"KES 170,000 per month"
2310,"  Taarifa Road, Off Ojijo Road , Parklands, Westlands", 3, 3,"KES 120,000 per month"
2311,"  Kilimani, Dagoretti North", 3, 1,"KES 130,000 per month"
2312,"  Karen, Langata", 3, 4,"KES 150,000 per month"
2313,"  Lavington Green, Lavington, Dagoretti North", 4, 3,"KES 170,000 per month"
2314,"  Riverside, Westlands", 2, 2,"KES 350,000 per month"
2315,"  Kilimani, Dagoretti North", 5, 3,"KES 120,000 per month"
2316,"  Gitanga Grove Lavington , Lavington, Dagoretti North", 4, 2,"KES 82,000 per month"
2317,"  Wu Yi Plaza,Galana Road, Kilimani, Dagoretti North", 3, 2,"KES 200,000 per month"
2318,"  Brookside, Westlands", 5, 2,"KES 150,000 per month"
2319,"  Exeter Paradise, Riara Road, Dagoretti North", 4, 3,"KES 120,000 per month"
2320,"  Baraka/Nyayo, Embakasi East", 5, 2,"KES 35,000 per month"
2321,"  Parklands, Westlands", 4, 4,"KES 80,000 per month"
2322,"  Parklands, Westlands", 4, 3,"KES 168,000 per month"
2323,"  Windsor Park, Ridgeways", 4, 2,"KES 500,000 per month"
2324,"  Ndoto Road , Lavington, Dagoretti North", 3, 4,"KES 180,000 per month"
2325,"  Kilimani, Dagoretti North", 1, 3,"KES 170,000 per month"
2326,"  Kileleshwa, Dagoretti North", 5, 3,"KES 55,000 per month"
2327,"  Parklands, Westlands", 2, 2,"KES 265,000 per month"
2328,"  Fourways Junction Estate, Kiambu Road", 2, 4,"KES 110,000 per month"
2329,"  Parklands, Westlands", 3, 2,"KES 130,000 per month"
2330,"  Parklands, Westlands", 5, 4,"KES 90,000 per month"
2331,"  Westlands Area, Westlands", 2, 2,"KES 120,000 per month"
2332,"  Mocoh Courtyard Thindigua, Kiambu Road", 2, 6,"KES 76,000 per month"
2333,"  Loresho, Westlands", 2, 4,"KES 90,000 per month"
2334,"  Taarifa Road, Off Ojijo Road, Parklands, Westlands", 4, 2,"KES 170,000 per month"
2335,"  Karen, Langata", 5, 4,"KES 150,000 per month"
2336,"  Riverside, Westlands", 1, 3,"KES 140,000 per month"
2337,"  Keiyo Road, Parklands, Westlands", 2, 4,"KES 180,000 per month"
2338,"  Kilimani, Dagoretti North", 5, 6,"KES 75,000 per month"
2339,"  Taarifa Road, Off Ojijo Road, Parklands, Westlands", 4, 4,"KES 130,000 per month"
2340,"  Riverside, Westlands", 3, 4,"KES 130,000 per month"
2341,"  Kilimani, Dagoretti North", 4, 3,"KES 150,000 per month"
2342,"  Kilimani, Dagoretti North", 6, 4,"KES 70,000 per month"
2343,"  Parklands, Westlands", 4, 4,"KES 130,000 per month"
2344,"  Parklands, Westlands", 3, 4,"KES 120,000 per month"
2345,"  Kilimani, Dagoretti North", 3, 3,"KES 50,000 per month"
2346,"  Kilimani, Dagoretti North", 2, 2,"KES 80,000 per month"
2347,"  Kilimani, Dagoretti North", 3, 4,"KES 100,000 per month"
2348,"  Chogoria Road, Industrial Area, Embakasi North", 3, 2,"KES 300,000 per month"
2349,"  Rhapta Road, Westlands", 2, 3,"KES 140,000 per month"
2350,"  Ngong Rd, Ngong Road", 3, 4,"KES 35,000 per month"
2351,"  Karen, Langata", 5, 1,"KES 80,000 per month"
2352,"  Argwings Kodhek, Kilimani, Dagoretti North", 5, 2,"KES 180,000 per month"
2353,"  Riverside, Westlands", 4, 2,"KES 200,000 per month"
2354,"  School Lane, Brookside, Westlands", 4, 4,"KES 110,000 per month"
2355,"  Parklands Road, Westlands Area, Westlands", 5, 4,"KES 90,000 per month"
2356,"  Westlands Area, Westlands", 2, 2,"KES 170,000 per month"
2357,"  Kilimani, Dagoretti North", 5, 2,"KES 250,000 per month"
2358,"  Riara Downs Apartments,Riara Road, Riara Road, Dagoretti North", 4, 2,"KES 100,000 per month"
2359,"  Riverside, Westlands", 8, 3,"KES 150,000 per month"
2360,"  Off Parklands Road , Parklands, Westlands", 4, 2,"KES 150,000 per month"
2361,"  School Lane , Westlands Area, Westlands", 4, 3,"KES 90,000 per month"
2362,"  Lenana Road, Kilimani, Dagoretti North", 1, 3,"KES 230,000 per month"
2363,"  Rhapta Road, Westlands", 4, 3,"KES 500,000 per month"
2364,"  Brookside Drive, Brookside, Westlands", 2, 4,"KES 230,000 per month"
2365,"  Karen, Langata", 3, 2,"KES 50,000 per month"
2366,"  Off Convent, Lavington, Dagoretti North", 3, 4,"KES 160,000 per month"
2367,"  Karen, Langata", 4, 2,"KES 120,000 per month"
2368,"  Lavington, Dagoretti North", 5, 2,"KES 70,000 per month"
2369,"  Brookside, Westlands", 5, 5,"KES 155,000 per month"
2370,"  Lavington Green , Lavington, Dagoretti North", 4, 2,"KES 170,000 per month"
2371,"  Karen, Langata", 5, 4,"KES 78,000 per month"
2372,"  General Mathenge Dr, General Mathenge, Westlands", 4, 4,"KES 250,000 per month"
2373,"  Kilimani, Dagoretti North", 4, 4,"KES 100,000 per month"
2374,"  Lower Kabete, Westlands", 5, 2,"KES 300,000 per month"
2375,"  James Gichuru , Lavington, Dagoretti North", 2, 4,"KES 55,000 per month"
2376,"  Karen, Langata", 4, 3,"KES 120,000 per month"
2377,"  Riverside, Lavington, Dagoretti North", 5, 3,"KES 250,000 per month"
2378,"  Karen, Langata", 3, 4,"KES 45,000 per month"
2379,"  Riverside, Westlands", 5, 3,"KES 150,000 per month"
2380,"  Kitisuru, Westlands", 5, 1,"KES 250,000 per month"
2381,"  Parklands, Westlands", 6, 3,"KES 90,000 per month"
2382,"  Riverside Drive, Riverside, Westlands", 3, 4,"KES 30,000 per month"
2383,"  Karen, Langata", 4, 4,"KES 250,000 per month"
2384,"  Vihiga Road, Kileleshwa, Dagoretti North", 5, 2,"KES 150,000 per month"
2385,"  Karen, Langata", 5, 3,"KES 100,000 per month"
2386,"  Loresho Ridge, Loresho, Westlands", 3, 3,"KES 300,000 per month"
2387,"  Rose Avenue, Kilimani, Dagoretti North", 2, 2,"KES 150,000 per month"
2388,"  Waiyaki Way, Westlands", 3, 3,"KES 190,000 per month"
2389,"  Mandera Road, Kileleshwa, Dagoretti North", 5, 4,"KES 70,500 per month"
2390,"  Oloitoktok Road, Kileleshwa, Dagoretti North", 4, 4,"KES 200,000 per month"
2391,"  Riverside, Westlands", 4, 2,"KES 130,000 per month"
2392,"  Lavington, Dagoretti North", 6, 2,"KES 165,000 per month"
2393,"  Lavington, Dagoretti North", 5, 7,"KES 100,000 per month"
2394,"  General Mathenge, Westlands", 5, 2,"KES 250,000 per month"
2395,"  Kileleshwa, Dagoretti North", 2, 4,"KES 75,000 per month"
2396,"  Kilimani, Dagoretti North", 4, 2,"KES 190,000 per month"
2397,"  Kilimani, Dagoretti North", 3, 4,"KES 150,000 per month"
2398,"  James Gichuru, Lavington, Dagoretti North", 4, 3,"KES 400,000 per month"
2399,"  Karen, Langata", 1, 2,"KES 180,000 per month"
2400,"  Kolobot Drive, Kileleshwa, Dagoretti North", 4, 6,"KES 200,000 per month"
2401,"  Jacaranda Gardens, Kahawa West, Roysambu", 4, 3,"KES 45,000 per month"
2402,"  Karen, Langata", 5, 4,"KES 140,000 per month"
2403,"  Brookside, Westlands", 2, 4,"KES 80,000 per month"
2404,"  Ridgeways Spring, Ridgeways", 4, 2,"KES 70,000 per month"
2405,"  Rhapta Road, Westlands", 1, 3,"KES 115,000 per month"
2406,"  Masanduku Lane, Lavington, Dagoretti North", 4, 3,"KES 100,000 per month"
2407,"  Miotoni, Karen, Langata", 2, 2,"KES 550,000 per month"
2408,"  Karen, Langata", 2, 3,"KES 150,000 per month"
2409,"  General Mathenge, Westlands", 4, 3,"KES 250,000 per month"
2410,"  Riverside Drive , Riverside, Westlands", 4, 2,"KES 250,000 per month"
2411,"  Karen, Langata", 4, 1,"KES 240,000 per month"
2412,"  Kabarserian , Lavington, Dagoretti North", 3, 5,"KES 185,000 per month"
2413,"  Brookside, Westlands", 2, 1,"KES 130,000 per month"
2414,"  Kasuku Lane, Off Lenana Road, Kilimani, Hurlingham, Dagoretti North", 3, 4,"KES 120,000 per month"
2415,"  General Mathenge, Westlands", 2, 3,"KES 250,000 per month"
2416,"  Lavington, Dagoretti North", 2, 5,"KES 97,000 per month"
2417,"  Riverside, Westlands", 2, 3,"KES 100,000 per month"
2418,"  Lavington, Dagoretti North", 2, 3,"KES 110,000 per month"
2419,"  Brookside Drive, Brookside, Westlands", 3, 3,"KES 70,000 per month"
2420,"  Parklands, Westlands", 2, 4,"KES 140,000 per month"
2421,"  Westlands Area, Westlands", 3, 4,"KES 105,000 per month"
2422,"  Karen, Langata", 3, 1,"KES 100,000 per month"
2423,"  Muthangari Drive, Westlands Area, Westlands", 2, 5,"KES 160,000 per month"
2424,"  Riara Road, Dagoretti North", 4, 4,"KES 85,000 per month"
2425,"  Brookside, Westlands", 2, 1,"KES 100,000 per month"
2426,"  General Mathenge, Westlands", 3, 5,"KES 100,000 per month"
2427,"  Waiyaki Way, Westlands", 3, 2,"KES 90,000 per month"
2428,"  Lavington, Dagoretti North", 2, 3,"KES 90,000 per month"
2429,"  Melon Park Apartments, Lavington, Dagoretti North", 2, 2,"KES 60,000 per month"
2430,"  Hurlingham, Kilimani, Hurlingham, Dagoretti North", 4, 4,"KES 85,000 per month"
2431,"  Riverside, Westlands", 5, 4,"KES 230,000 per month"
2432,"  General Mathenge, Westlands", 3, 5,"KES 300,000 per month"
2433,"  Parklands, Westlands", 5, 5,"KES 90,000 per month"
2434,"  Waiyaki Way, Westlands", 3, 2,"KES 260,000 per month"
2435,"  Riverside, Westlands", 3, 4,"KES 125,000 per month"
2436,"  Parklands, Westlands", 5, 2,"KES 130,000 per month"
2437,"  Riverside, Westlands", 3, 4,"KES 200,000 per month"
2438,"  Riverside, Westlands", 3, 5,"KES 250,000 per month"
2439,"  Lavington Green, Lavington, Dagoretti North", 3, 3,"KES 195,000 per month"
2440,"  General Mathenge, Westlands", 4, 5,"KES 180,000 per month"
2441,"  Kilimani, Dagoretti North", 2, 3,"KES 95,000 per month"
2442,"  General Mathenge, Westlands", 3, 2,"KES 120,000 per month"
2443,"  Riara Road, Kilimani, Dagoretti North", 2, 3,"KES 105,000 per month"
2444,"  Suguta Road, Kileleshwa, Dagoretti North", 3, 2,"KES 80,000 per month"
2445,"  Lenana Road, Kileleshwa, Dagoretti North", 2, 2,"KES 150,000 per month"
2446,"  Lavington, Dagoretti North", 4, 2,"KES 70,000 per month"
2447,"  Kilimani, Dagoretti North", 2, 3,"KES 75,000 per month"
2448,"  Rhapta Rd, Westlands Area, Westlands", 1, 2,"KES 170,000 per month"
2449,"  Loresho, Westlands", 2, 1,"KES 150,000 per month"
2450,"  Lavington, Dagoretti North", 1, 2,"KES 500,000 per month"
2451,"  General Mathenge, Westlands", 2, 5,"KES 250,000 per month"
2452,"  Brookside Drive, Brookside, Westlands", 3, 4,"KES 120,000 per month"
2453,"  Brookside, Westlands", 3, 2,"KES 150,000 per month"
2454,"  Kabarsiran, Lavington, Dagoretti North", 2, 2,"KES 170,000 per month"
2455,"  Kilimani, Dagoretti North", 2, 2,"KES 85,000 per month"
2456,"  Lavington, Dagoretti North", 2, 4,"KES 50,000 per month"
2457,"  Riara, Riara Road, Dagoretti North", 2, 2,"KES 190,000 per month"
2458,"  Church Road, Mountain View, Westlands", 4, 3,"KES 150,000 per month"
2459,"  Masanduku Lane, Lavington, Dagoretti North", 3, 1,"KES 85,000 per month"
2460,"  Riverside Drive , Riverside, Westlands", 3, 2,"KES 350,000 per month"
2461,"  Laikipia Road, Kileleshwa, Dagoretti North", 1, 5,"KES 150,000 per month"
2462,"  Riverside, Westlands", 2, 3,"KES 200,000 per month"
2463,"  Rivercrest, Parklands, Westlands", 2, 2,"KES 100,000 per month"
2464,"  Riverside, Westlands", 3, 2,"KES 130,000 per month"
2465,"  Waiyaki Way , Westlands Area, Westlands", 3, 2,"KES 140,000 per month"
2466,"  Mocah Courtyard Apartments, Kiambu Road", 3, 5,"KES 66,000 per month"
2467,"  Kileleshwa, Dagoretti North", 3, 5,"KES 90,000 per month"
2468,"  Oloitoktok Road , Kileleshwa, Dagoretti North", 1, 2,"KES 180,000 per month"
2469,"  Laikipia Road, Kileleshwa, Dagoretti North", 1, 5,"KES 150,000 per month"
2470,"  Lavington, Dagoretti North", 3, 6,"KES 100,000 per month"
